,NAME,DP05_0001E-T Popo,DP02_0001E-T HHs,DP02_0002E-T Fam HHs,DP02_0008PE-%F-led HHs No H,DP02_0010PE-% Non-Fam HHs,DP02_0015E-Avg HH Size,DP02_0016E-Avg Fam Size,DP02_0022PE-%Non Rel in Hs,DP02_0038E-per1000-F-U-RecentPreg,DP02_0046PE-%GPwParent&Gc1-2yrs,DP02_0048PE--%GPwParent&Gc>5yrs,DP02_0060PE-%NoSchDiploma,DP02_0063PE-%AssDeg,DP02_0079PE-% SameHouse_1YrAgo,DP02_0085PE-%LivAbroad1YrAgo,DP02_0088PE-%BornUS,DP02_0112PE-HomeLangNotEng,DP02_0134PE-%IrishAnc,DP03_0009PE-%Unemploy,"DP03_0027PE-%WorkingMgt,Bus,Sc,Arts",DP03_0028PE%WorkingService,DP03_0037PE-Retail,DP03_0040PE-%Fin&Ins,"DP03_0041PE-%ProfSc,Mgt,Admin",DP03_0050PE-%UnpaidFamilyWk,DP03_0052PE-Inc<10k,DP03_0054PE-Inc15-24k,DP03_0058PE-Inc75-99k,DP03_0061PE-Inc200k>,DP03_0065E-HH-MeanEarnings,DP03_0066PE-%HHsWithSocSec,DP03_0072PE-%HH Inc with Cash public Ass,DP03_0074PE-%HH Inc with Food Stamps SNAP,DP03_0085PE-%Families Inc>200k,DP03_0092E-Median Earning Workers,DP03_0093E-Median Earnings Male FT Workers,DP03_0094E-Median Earnings Female FT Workers,DP03_0097PE-%PHI-Priv,DP03_0098PE-%PHI-Pub,DP03_0099PE-No PHI,DP03_0119PE-% Fam <Pov,DP03_0121PE-%Fam with child U18&U5 <pov,DP03_0126PE-%F-Led Families with u18 <pov,DP04_0001E-T H U,DP04_0002PE-%Occ H U,DP04_0004E-%Ow Vac Rate,DP04_0005E-%Rn Vac Rate,DP04_0006E-T HU,State,County,Tract,DP04_0013PE-%20+HU,DP04_0017PE-%Built2014+,DP04_0029PE-%2rooms_only_HU,DP04_0039PE-Zero bedrooms,DP04_0045PE-%Occup HU,DP04_0046PE-%Owner Occup HU,DP04_0048E-Owner Ave Household size,DP04_0049E-Renter Ave Household size,DP04_0051PE-%moved since 2017+,DP04_0054PE-%moved 2000 to 2009,DP04_0082PE-%Value 50-99k,DP04_0083PE-%Value 100-149k,DP04_0084PE-%Value 150-199k,DP04_0087PE-%Value 500k-1m,DP04_0101E-Med Onwer Monthly Mortgage,DP04_0134E-Median Gross Rent,DP05_0005PE-%under 5 yrs,DP05_0023PE-%62 yrs+,DP05_0058PE-% w & B or AM,DP05_0061PE-%White & Asian,DP05_0064PE-%White with others,DP05_0070PE-%H&L race,AreaLand,crimeStats,crime,Popo_Density_Per_Hector
72,"Census Tract 229.03, San Francisco County, California",3561.00,1128.00,639.00,14.20,43.40,3.16,3.53,23.00,38.00,0.00,52.60,4.20,4.20,85.70,1.10,65.70,56.30,3.40,0.70,46.50,20.90,9.90,3.80,24.20,0.00,2.90,6.70,5.30,32.70,147783.00,23.90,1.50,9.70,24.30,57143.00,74313.00,52578.00,68.10,68.10,5.40,1.40,0.00,0.00,1238.00,91.10,0.00,0.00,1238.00,06,075,022903,7.40,0.00,6.60,3.80,1128.00,40.90,667.00,3.02,5.30,20.00,0.00,0.00,0.00,53.10,3200.00,2006.00,7.60,10.80,0.40,1.70,50.20,3561.00,30,7950,low,0.01
73,"Census Tract 230.03, San Francisco County, California",3830.00,1252.00,975.00,15.30,22.10,3.06,3.39,6.20,0.00,0.00,42.40,7.70,12.60,96.50,0.40,53.60,62.00,2.30,6.10,33.00,14.90,12.60,6.50,14.80,0.00,3.20,11.10,11.90,11.10,88807.00,36.70,5.40,4.20,13.40,42088.00,51698.00,43516.00,65.00,65.00,1.40,4.30,0.00,0.00,1296.00,96.60,0.00,0.00,1296.00,06,075,023003,0.00,0.00,0.00,0.00,1252.00,84.90,189.00,3.07,3.70,23.60,0.00,0.90,0.80,67.10,2171.00,1981.00,3.40,27.20,0.00,1.10,18.30,3830.00,40,5828,low,0.01
74,"Census Tract 264.03, San Francisco County, California",3962.00,1134.00,811.00,14.70,28.50,3.45,3.98,9.00,0.00,0.00,2.60,7.80,7.30,92.10,1.60,35.80,73.70,1.30,9.40,20.00,31.60,10.70,3.20,14.80,0.00,6.30,7.10,18.60,3.30,90083.00,36.70,3.40,12.50,3.30,31507.00,49704.00,40346.00,59.80,59.80,5.60,4.80,0.00,0.00,1209.00,93.80,0.00,3.80,1209.00,06,075,026403,4.50,0.00,2.20,2.20,1134.00,51.00,556.00,3.93,1.80,29.90,1.60,1.40,0.00,82.50,2849.00,1468.00,4.10,20.40,0.20,0.60,20.30,3962.00,37,4938,low,0.01
75,"Census Tract 302.01, San Francisco County, California",4542.00,1976.00,1067.00,6.70,46.00,2.29,2.76,15.10,35.00,0.00,31.30,3.30,4.10,90.00,0.70,70.00,36.60,10.90,2.00,68.00,10.00,11.50,4.10,20.80,0.00,2.10,3.00,12.50,18.20,127880.00,15.50,2.30,2.10,22.00,60826.00,77757.00,64762.00,84.60,84.60,3.60,3.10,8.90,30.60,2008.00,98.40,0.00,0.00,2008.00,06,075,030201,11.00,0.00,6.50,2.60,1976.00,27.30,1436.00,2.81,3.20,23.00,0.00,0.00,0.00,28.90,3455.00,1862.00,5.10,15.50,0.20,4.40,59.80,4542.00,36,3931,low,0.01
76,"Census Tract 303.02, San Francisco County, California",4315.00,1493.00,960.00,6.80,35.70,2.89,3.49,10.00,0.00,0.00,0.00,1.40,5.50,91.90,0.20,66.90,46.40,8.10,3.50,61.30,11.70,9.20,8.80,18.30,0.00,0.50,6.00,9.60,35.60,214717.00,28.70,1.50,0.00,49.30,61912.00,75809.00,95385.00,86.20,86.20,1.10,0.00,0.00,0.00,1501.00,99.50,0.00,0.00,1501.00,06,075,030302,0.00,0.00,1.30,2.90,1493.00,81.70,273.00,2.89,5.20,25.50,0.00,0.00,0.00,24.80,4001.00,2119.00,4.50,22.70,1.60,2.50,43.30,4315.00,59,2880,low,0.01
77,"Census Tract 304, San Francisco County, California",5641.00,1975.00,1463.00,10.30,25.90,2.86,3.19,8.30,0.00,0.00,0.00,1.60,5.90,91.50,0.30,73.40,32.40,13.10,3.80,61.60,9.60,5.20,8.30,25.50,0.00,1.00,5.80,9.90,41.20,248594.00,32.90,2.70,1.10,43.50,68482.00,116354.00,73906.00,90.40,90.40,0.30,1.60,6.90,0.00,2068.00,95.50,0.00,0.00,2068.00,06,075,030400,0.90,0.00,2.10,1.30,1975.00,79.20,410.00,3.02,1.60,23.60,0.00,0.50,0.50,21.00,3775.00,1919.00,8.50,20.50,0.00,3.80,56.80,5641.00,97,4838,low,0.02
78,"Census Tract 103, San Francisco County, California",4229.00,1970.00,943.00,6.10,52.10,2.15,2.65,16.60,0.00,0.00,0.00,1.30,6.30,85.60,3.80,71.40,43.10,8.50,2.30,59.80,14.80,12.30,11.90,29.50,0.00,3.60,4.00,6.30,28.10,165678.00,26.30,1.60,1.60,32.60,74523.00,92121.00,74742.00,79.70,79.70,2.60,7.70,0.00,27.80,2371.00,83.10,5.40,5.00,2371.00,06,075,010300,15.70,0.90,2.20,10.50,1970.00,25.60,1465.00,1.77,5.00,14.50,0.00,3.60,0.00,26.10,4001.00,1993.00,1.30,21.70,0.50,0.00,68.30,4229.00,26,5272,low,0.01
79,"Census Tract 110, San Francisco County, California",4792.00,2497.00,836.00,3.20,66.50,1.92,2.59,20.20,0.00,-666666666.00,-666666666.00,4.90,1.60,84.40,2.80,62.60,40.30,13.10,5.00,59.80,12.30,7.30,6.90,29.80,0.00,3.60,5.60,9.40,31.90,186471.00,19.40,0.60,7.20,40.10,78194.00,115227.00,78287.00,76.90,76.90,4.40,0.00,0.00,0.00,2940.00,84.90,0.00,6.10,2940.00,06,075,011000,21.20,1.30,11.30,10.70,2497.00,16.70,2079.00,2.08,4.00,19.70,0.00,0.00,0.00,42.30,4001.00,2042.00,1.50,17.60,0.00,0.00,56.60,4792.00,23,7162,low,0.0
80,"Census Tract 260.04, San Francisco County, California",5011.00,1301.00,966.00,14.10,25.70,3.85,4.10,14.30,25.00,0.00,0.00,6.70,12.20,92.50,0.00,55.20,70.30,3.70,4.20,31.00,30.90,5.50,4.20,13.00,0.00,0.80,5.80,16.20,17.10,119919.00,26.80,2.10,8.30,15.20,40640.00,56128.00,62824.00,65.40,65.40,9.80,8.80,0.00,36.30,1314.00,99.00,0.00,0.00,1314.00,06,075,026004,0.00,0.90,0.00,4.50,1301.00,65.20,453.00,3.56,0.80,31.20,0.00,1.40,0.00,75.90,2884.00,1800.00,7.30,14.10,0.40,1.60,26.40,5011.00,33,5177,low,0.01
81,"Census Tract 301.01, San Francisco County, California",5045.00,2061.00,908.00,3.50,55.90,2.33,2.93,20.80,13.00,-666666666.00,-666666666.00,2.40,4.40,77.40,1.00,74.40,27.00,9.00,4.60,73.40,7.50,7.10,6.60,25.90,1.00,7.80,2.20,10.00,19.20,148978.00,13.40,0.80,3.20,21.90,63242.00,90764.00,85592.00,87.20,87.20,1.80,0.90,0.00,0.00,2209.00,93.30,0.00,0.00,2209.00,06,075,030101,7.30,0.40,13.80,10.20,2061.00,31.00,1422.00,2.29,5.60,19.40,0.00,0.00,0.00,27.40,3064.00,2179.00,8.00,10.30,0.00,3.70,67.50,5045.00,34,4268,low,0.01
82,"Census Tract 330, San Francisco County, California",8425.00,2824.00,1926.00,9.90,31.80,2.95,3.23,14.50,0.00,0.00,0.00,4.20,8.80,89.60,0.40,60.90,45.00,10.80,5.50,53.90,13.70,6.90,5.20,27.60,0.00,1.80,6.90,14.40,22.00,149601.00,37.00,1.80,3.20,23.10,51737.00,70029.00,71820.00,77.70,77.70,2.90,1.80,0.00,0.00,2901.00,97.30,0.00,0.00,2901.00,06,075,033000,0.00,0.00,0.00,1.10,2824.00,66.00,959.00,2.66,2.70,20.10,0.90,0.90,0.80,31.40,3593.00,2220.00,4.00,27.60,0.60,3.10,44.20,8425.00,150,7912,low,0.02
83,"Census Tract 254.03, San Francisco County, California",5050.00,1408.00,987.00,22.00,29.90,3.57,4.04,12.30,0.00,0.00,24.30,6.30,7.70,89.90,0.50,60.20,47.00,3.50,9.50,50.70,20.60,4.60,7.20,14.60,0.00,2.80,9.40,13.40,28.70,165204.00,26.20,7.60,14.30,26.50,55874.00,75625.00,56369.00,70.90,70.90,4.70,5.50,0.00,24.20,1546.00,91.10,0.00,0.00,1546.00,06,075,025403,3.60,0.00,3.20,7.80,1408.00,57.70,596.00,3.74,1.80,29.90,1.40,1.40,0.00,38.80,3152.00,1487.00,5.60,13.90,0.00,3.40,42.00,5050.00,51,7631,low,0.01
84,"Census Tract 264.01, San Francisco County, California",3548.00,1003.00,839.00,17.00,16.40,3.51,3.72,6.70,34.00,8.60,0.00,13.00,12.30,95.80,0.00,43.30,69.10,1.20,7.30,26.10,32.10,10.50,2.40,7.90,0.00,0.00,15.40,17.30,6.30,94664.00,49.10,0.00,6.30,5.40,32350.00,54526.00,36959.00,60.90,60.90,8.10,5.70,0.00,22.50,1053.00,95.30,0.00,0.00,1053.00,06,075,026401,0.00,0.00,4.70,0.00,1003.00,73.30,268.00,3.73,0.90,25.90,1.20,0.00,4.60,66.40,2436.00,1530.00,6.10,24.70,0.40,0.40,6.30,3548.00,34,4534,low,0.01
85,"Census Tract 302.02, San Francisco County, California",4487.00,2095.00,934.00,5.50,55.40,2.12,2.69,17.40,0.00,0.00,0.00,1.00,3.60,87.10,2.00,70.80,37.00,7.60,0.60,68.10,10.50,7.20,7.90,29.30,0.00,1.90,2.10,16.10,25.10,162476.00,17.60,0.70,1.90,41.30,80484.00,102639.00,79625.00,82.50,82.50,1.10,5.70,0.00,-666666666.00,2164.00,96.80,0.00,0.00,2164.00,06,075,030202,2.50,0.00,12.10,18.30,2095.00,29.30,1482.00,2.51,6.00,19.20,0.00,0.00,0.00,26.40,3800.00,2029.00,4.10,15.10,0.40,4.50,60.70,4487.00,35,6121,low,0.01
86,"Census Tract 353, San Francisco County, California",7309.00,2573.00,1750.00,13.00,32.00,2.83,3.30,9.40,51.00,4.60,9.80,9.00,6.80,92.30,1.50,52.90,57.90,9.20,2.20,44.60,18.40,8.90,6.60,13.10,0.00,4.00,3.90,9.40,10.40,117669.00,37.80,2.10,7.00,10.20,50714.00,68684.00,55000.00,77.00,77.00,5.20,3.30,0.00,34.50,2687.00,95.80,0.00,7.00,2687.00,06,075,035300,1.90,0.00,2.60,2.30,2573.00,68.60,809.00,2.88,1.90,26.70,1.20,0.00,0.00,62.30,3390.00,1885.00,4.50,25.20,0.00,3.50,37.40,7309.00,112,5019,low,0.02
87,"Census Tract 476, San Francisco County, California",5605.00,2324.00,1257.00,10.50,45.90,2.41,3.14,10.50,0.00,0.00,62.20,7.10,9.10,86.50,0.90,64.20,41.90,9.20,3.50,55.80,17.10,13.30,9.50,16.70,0.00,2.40,2.50,10.70,18.80,137893.00,21.30,3.00,1.60,30.00,54244.00,83897.00,56087.00,79.00,79.00,5.10,1.00,0.00,14.00,2437.00,95.40,0.00,2.50,2437.00,06,075,047600,3.60,0.00,6.60,1.10,2324.00,38.10,1438.00,2.34,5.00,22.70,0.00,0.00,0.00,21.80,4001.00,2092.00,4.40,21.40,0.20,5.20,50.20,5605.00,53,5224,low,0.01
88,"Census Tract 106, San Francisco County, California",3356.00,1797.00,673.00,4.10,62.50,1.87,2.65,13.30,0.00,0.00,0.00,9.40,4.30,86.50,3.20,50.60,54.70,7.40,5.60,47.90,20.90,8.30,11.70,31.80,0.00,15.60,8.80,9.80,14.60,109706.00,27.90,1.60,4.30,14.30,46181.00,83438.00,52813.00,61.20,61.20,5.50,21.20,0.00,0.00,2161.00,83.20,0.00,8.90,2161.00,06,075,010600,34.50,0.00,9.20,34.20,1797.00,11.10,1598.00,1.72,4.50,21.80,0.00,0.00,0.00,39.20,1897.00,1033.00,0.60,26.70,0.70,0.60,41.70,3356.00,18,13108,high,0.01
89,"Census Tract 208, San Francisco County, California",6399.00,2719.00,823.00,3.20,69.70,2.29,3.39,24.80,0.00,0.00,0.00,7.50,0.80,82.30,0.20,72.80,40.90,9.10,3.20,51.40,22.80,8.80,6.60,27.40,1.10,4.00,6.30,5.70,21.00,148226.00,14.50,3.70,1.90,13.00,54968.00,72412.00,82273.00,68.40,68.40,9.00,4.70,0.00,0.00,2794.00,97.30,0.00,0.00,2794.00,06,075,020800,22.30,1.20,6.40,23.90,2719.00,14.50,2325.00,2.19,5.90,19.50,0.00,0.00,0.00,53.80,3500.00,1446.00,3.30,8.10,0.00,3.00,55.90,6399.00,34,34214,high,0.01
90,"Census Tract 610, San Francisco County, California",4851.00,1752.00,1218.00,16.00,30.50,2.76,3.27,6.70,42.00,0.00,0.00,7.40,8.20,91.30,1.40,53.00,61.60,2.60,7.00,38.10,21.90,7.90,5.00,18.10,0.00,3.90,6.70,9.10,15.50,108802.00,22.90,1.70,2.60,16.10,50192.00,63627.00,67808.00,73.90,73.90,4.70,7.60,8.40,38.10,1774.00,98.80,0.00,0.00,1774.00,06,075,061000,33.80,2.10,3.90,1.40,1752.00,55.40,781.00,3.01,7.20,29.20,0.80,0.50,0.00,71.10,2816.00,2349.00,6.70,15.10,1.10,1.10,18.80,4851.00,216,6981,low,0.04
91,"Census Tract 203, San Francisco County, California",3413.00,1760.00,526.00,3.90,70.10,1.93,2.48,25.30,0.00,0.00,0.00,0.60,3.40,79.90,3.60,78.20,21.90,11.60,0.90,77.30,8.50,8.70,7.50,37.00,0.00,1.20,1.90,10.60,29.80,174728.00,14.40,0.50,2.40,39.40,89393.00,106139.00,102656.00,85.10,85.10,0.80,1.30,0.00,0.00,1977.00,89.00,0.00,2.10,1977.00,06,075,020300,19.50,2.50,14.00,9.60,1760.00,28.60,1256.00,1.84,6.40,29.80,0.00,0.00,0.00,48.80,3577.00,2029.00,3.00,10.50,1.30,3.20,75.70,3413.00,28,11539,high,0.01
92,"Census Tract 207, San Francisco County, California",5075.00,2491.00,870.00,2.20,65.10,2.01,2.68,21.10,8.00,0.00,0.00,0.30,1.80,82.40,0.60,72.60,28.00,14.50,2.90,73.10,9.10,6.60,4.50,36.60,0.00,1.90,6.50,3.10,41.40,210865.00,14.70,0.50,1.10,59.10,101069.00,134307.00,116042.00,85.30,85.30,1.70,1.10,0.00,31.30,2917.00,85.40,0.00,8.10,2917.00,06,075,020700,13.90,0.00,9.30,15.40,2491.00,28.30,1785.00,2.10,8.70,27.10,0.00,0.00,3.00,13.30,4001.00,1990.00,5.40,12.80,0.00,3.50,75.10,5075.00,34,12781,high,0.01
93,"Census Tract 211, San Francisco County, California",4199.00,1887.00,986.00,2.10,47.70,2.23,2.75,14.00,0.00,0.00,0.00,2.00,3.10,81.70,4.80,71.80,28.10,13.40,6.30,78.40,4.50,7.00,9.00,28.40,0.00,2.30,1.10,10.70,43.90,225513.00,20.60,2.60,1.00,58.00,105605.00,124740.00,132083.00,91.20,91.20,3.50,2.10,0.00,100.00,2089.00,90.30,0.00,0.00,2089.00,06,075,021100,2.50,0.00,5.00,1.90,1887.00,46.60,1008.00,2.28,4.90,24.70,0.00,0.00,0.00,17.90,4001.00,2277.00,7.00,17.10,0.40,4.60,84.80,4199.00,42,4270,low,0.01
94,"Census Tract 212, San Francisco County, California",3095.00,1453.00,785.00,5.00,46.00,2.12,2.68,9.90,30.00,-666666666.00,-666666666.00,0.40,3.30,81.30,0.00,79.30,21.60,14.60,2.90,76.30,2.70,5.10,11.60,28.80,0.00,1.10,1.40,7.80,44.90,233469.00,18.90,1.00,0.70,57.60,99464.00,114909.00,103000.00,93.00,93.00,0.90,0.00,0.00,0.00,1570.00,92.50,0.00,0.00,1570.00,06,075,021200,9.40,0.00,6.40,2.90,1453.00,57.10,624.00,2.23,10.30,26.60,1.10,0.00,0.00,18.90,4001.00,1950.00,8.60,17.50,2.40,4.40,86.10,3095.00,34,2363,low,0.01
95,"Census Tract 213, San Francisco County, California",2650.00,1250.00,608.00,1.00,51.40,2.12,2.87,9.90,0.00,0.00,0.00,0.00,1.60,86.50,0.40,70.90,17.00,12.10,3.20,74.80,8.00,7.40,10.30,30.20,0.00,4.40,1.90,8.20,38.20,257829.00,13.00,0.00,0.00,51.60,107434.00,122361.00,123061.00,88.10,88.10,3.40,1.30,0.00,0.00,1294.00,96.60,0.00,0.00,1294.00,06,075,021300,7.20,0.50,12.20,4.00,1250.00,56.20,548.00,2.36,3.60,27.10,0.00,1.40,0.00,10.00,3890.00,2271.00,5.60,16.10,0.00,3.20,78.90,2650.00,31,2021,low,0.01
96,"Census Tract 107, San Francisco County, California",5522.00,2491.00,1378.00,17.30,44.70,2.22,2.83,9.10,0.00,0.00,0.00,13.20,2.30,91.30,0.30,26.90,79.50,4.00,7.70,27.60,36.70,17.20,4.80,8.20,0.00,12.80,23.30,7.50,5.30,62653.00,37.90,3.90,13.10,4.70,23687.00,34259.00,40597.00,45.60,45.60,3.30,13.00,0.00,0.00,2801.00,88.90,0.00,3.60,2801.00,06,075,010700,57.60,0.00,5.50,51.70,2491.00,8.90,2270.00,2.52,1.60,30.50,0.00,0.00,17.20,40.70,3243.00,709.00,2.80,33.70,0.40,0.00,16.70,5522.00,18,13858,high,0.0
97,"Census Tract 162, San Francisco County, California",3358.00,1903.00,423.00,1.80,77.80,1.75,2.41,25.00,53.00,-666666666.00,-666666666.00,1.20,3.30,85.30,0.30,76.90,27.40,8.10,2.70,68.80,16.00,8.80,7.90,34.70,0.00,4.70,3.30,11.50,26.70,160218.00,15.40,1.60,6.00,50.10,86843.00,104208.00,87479.00,78.80,78.80,2.80,0.00,0.00,0.00,2052.00,92.70,0.00,6.30,2052.00,06,075,016200,48.30,5.10,14.50,33.90,1903.00,14.20,1633.00,1.97,11.70,19.90,0.00,0.00,0.00,39.60,2956.00,1860.00,2.00,14.40,0.00,2.10,69.70,3358.00,27,12466,high,0.01
98,"Census Tract 169, San Francisco County, California",3191.00,1614.00,418.00,1.50,74.10,1.96,2.73,26.20,0.00,-666666666.00,-666666666.00,1.00,3.00,85.40,0.70,80.70,20.50,9.10,7.90,76.20,7.40,6.70,10.90,22.90,0.00,2.00,2.20,6.90,28.70,166783.00,13.60,1.40,5.80,40.70,72698.00,88173.00,105022.00,86.30,86.30,1.90,1.70,0.00,0.00,1804.00,89.50,0.00,2.30,1804.00,06,075,016900,13.60,0.60,8.60,15.70,1614.00,30.20,1126.00,2.18,5.10,23.40,0.00,0.00,0.00,33.20,3049.00,2018.00,4.30,10.70,1.30,2.90,76.40,3191.00,29,13632,high,0.01
99,"Census Tract 252, San Francisco County, California",5407.00,2004.00,1188.00,4.60,40.70,2.69,3.25,13.30,16.00,0.00,0.00,5.00,2.50,87.80,2.40,74.70,30.20,8.60,4.50,58.30,13.40,3.50,8.00,32.20,0.00,2.50,3.20,6.10,30.50,185807.00,22.70,0.80,1.50,31.70,64381.00,101453.00,95647.00,78.60,78.60,5.10,2.60,0.00,0.00,2320.00,86.40,0.00,0.00,2320.00,06,075,025200,0.30,0.00,4.60,2.10,2004.00,65.10,699.00,2.50,3.90,27.60,0.00,0.00,0.00,25.70,3266.00,1855.00,9.80,16.40,2.20,1.30,78.80,5407.00,65,8465,low,0.01
100,"Census Tract 101, San Francisco County, California",3850.00,2061.00,848.00,15.70,58.90,1.87,2.73,8.30,0.00,0.00,0.00,3.30,4.10,84.00,5.50,55.60,52.60,10.70,3.40,58.90,15.20,11.10,12.40,32.90,0.00,7.90,14.10,5.90,15.70,120803.00,24.80,2.70,4.90,17.80,75887.00,110694.00,81444.00,63.10,63.10,4.40,15.90,0.00,44.40,2299.00,89.60,13.90,0.90,2299.00,06,075,010100,63.90,0.90,22.40,20.80,2061.00,10.80,1838.00,1.93,8.40,29.60,0.00,0.00,0.00,49.80,3538.00,1686.00,1.90,26.00,1.10,1.40,53.00,3850.00,77,32773,high,0.02
101,"Census Tract 112, San Francisco County, California",3459.00,1920.00,708.00,1.90,63.10,1.80,2.46,14.40,0.00,-666666666.00,-666666666.00,4.30,3.30,83.70,1.90,67.90,28.60,9.20,5.90,61.00,11.00,10.10,17.90,28.50,0.00,5.00,6.70,10.60,31.40,156914.00,27.80,1.50,1.40,40.50,75339.00,120398.00,90833.00,79.50,79.50,4.70,4.40,0.00,-666666666.00,2321.00,82.70,2.20,3.20,2321.00,06,075,011200,32.50,0.30,6.70,12.30,1920.00,28.00,1383.00,1.86,8.90,21.90,0.00,0.00,0.00,16.90,3516.00,1933.00,0.70,27.10,0.00,2.30,63.60,3459.00,17,4589,low,0.0
102,"Census Tract 134, San Francisco County, California",3880.00,1986.00,755.00,0.00,62.00,1.93,2.76,13.50,5.00,0.00,0.00,2.30,3.10,83.70,0.30,78.40,21.30,10.50,2.00,73.30,9.20,4.60,17.90,32.70,0.00,4.70,2.50,9.10,42.50,247094.00,25.80,2.00,0.00,65.00,104167.00,168892.00,99338.00,92.30,92.30,0.80,0.00,0.00,-666666666.00,2190.00,90.70,0.00,1.50,2190.00,06,075,013400,12.30,1.70,4.60,8.30,1986.00,39.30,1206.00,2.30,5.50,13.00,0.00,0.00,0.00,14.90,4001.00,2498.00,2.70,18.80,0.00,2.60,75.40,3880.00,35,4253,low,0.01
103,"Census Tract 151, San Francisco County, California",2600.00,1618.00,457.00,0.90,71.80,1.58,2.30,13.70,0.00,0.00,0.00,0.90,2.70,77.60,3.40,63.90,29.80,10.50,2.00,69.40,5.80,12.30,10.00,29.30,0.00,1.90,2.70,15.80,21.00,129132.00,30.60,1.10,1.40,23.20,67778.00,90521.00,69632.00,80.30,80.30,2.40,3.90,0.00,-666666666.00,2018.00,80.20,0.00,8.40,2018.00,06,075,015100,79.20,5.00,16.10,16.10,1618.00,27.30,1177.00,1.36,11.80,19.00,0.00,0.00,1.80,75.30,3414.00,2284.00,0.60,29.90,0.80,1.30,65.50,2600.00,17,10103,low,0.01
104,"Census Tract 157, San Francisco County, California",8912.00,2600.00,1195.00,7.50,54.00,2.28,2.93,17.40,0.00,0.00,0.00,3.80,3.40,66.50,2.70,79.70,27.20,9.90,11.30,63.50,9.50,9.50,3.80,27.40,0.00,2.00,6.20,11.50,24.80,145381.00,17.50,2.90,0.80,31.60,40668.00,103047.00,79603.00,87.90,87.90,4.40,2.20,16.70,0.00,2825.00,92.00,0.00,0.00,2825.00,06,075,015700,10.30,0.90,9.20,6.30,2600.00,37.30,1630.00,2.30,3.80,30.90,0.00,0.00,0.00,28.40,3226.00,2316.00,4.30,10.80,0.10,3.70,62.50,8912.00,83,12856,high,0.01
105,"Census Tract 164, San Francisco County, California",4187.00,1806.00,512.00,1.90,71.70,2.21,2.94,29.80,21.00,0.00,0.00,2.70,3.60,84.10,0.10,82.00,21.30,16.00,1.20,65.50,11.50,5.50,6.40,29.70,0.00,0.70,1.70,8.50,34.90,180004.00,11.70,0.70,3.20,41.60,82344.00,102713.00,83203.00,88.50,88.50,2.80,0.00,0.00,0.00,1946.00,92.80,0.00,4.80,1946.00,06,075,016400,12.30,0.00,10.60,7.00,1806.00,22.40,1401.00,2.20,5.50,21.80,0.00,0.00,0.00,38.30,3011.00,2322.00,4.40,10.40,0.40,2.90,77.20,4187.00,30,8657,low,0.01
106,"Census Tract 166, San Francisco County, California",5583.00,2398.00,916.00,1.80,61.80,2.30,2.75,27.50,0.00,-666666666.00,-666666666.00,2.70,1.80,83.10,1.90,80.50,11.50,12.90,1.30,61.60,14.50,14.30,6.80,31.10,0.00,3.60,5.70,7.80,27.40,162522.00,14.10,2.80,0.50,32.10,63788.00,84357.00,92260.00,89.60,89.60,3.70,0.00,0.00,-666666666.00,2724.00,88.00,0.00,6.90,2724.00,06,075,016600,4.00,0.00,8.10,16.90,2398.00,20.80,1899.00,3.13,4.40,14.60,0.00,0.00,0.00,13.80,4001.00,1932.00,1.70,14.30,0.40,3.20,81.60,5583.00,34,21448,high,0.01
107,"Census Tract 179.02, San Francisco County, California",3064.00,595.00,286.00,24.90,51.90,3.17,3.24,34.40,17.00,0.00,11.40,5.10,8.60,68.80,0.50,71.60,39.10,5.00,14.60,13.70,35.50,13.50,2.60,14.30,1.10,6.60,6.70,7.40,9.90,86816.00,17.60,15.30,18.20,3.10,18851.00,42137.00,47917.00,44.80,44.80,18.10,18.20,0.00,42.70,708.00,84.00,-666666666.00,4.70,708.00,06,075,017902,0.80,0.00,1.40,1.00,595.00,0.00,595.00,-666666666.00,4.20,36.60,-666666666.00,-666666666.00,-666666666.00,-666666666.00,-666666666.00,2135.00,2.30,5.40,2.50,1.80,45.60,3064.00,270,3905,low,0.09
108,"Census Tract 214, San Francisco County, California",3783.00,1744.00,798.00,3.80,54.20,2.17,2.84,15.20,8.00,0.00,0.00,0.30,3.80,84.40,0.80,77.90,22.90,14.30,5.40,77.10,7.80,6.70,5.70,32.10,0.00,2.20,3.40,8.70,41.70,216300.00,16.80,0.00,0.00,53.30,99706.00,117431.00,105664.00,90.50,90.50,1.30,3.80,0.00,42.90,1818.00,95.90,0.00,3.20,1818.00,06,075,021400,3.90,0.00,7.00,4.10,1744.00,47.90,909.00,2.26,6.80,25.30,0.00,2.50,0.00,28.50,3944.00,2567.00,7.90,14.40,0.20,2.20,82.40,3783.00,35,3759,low,0.01
